2019-01-02	2473.39990234375
2019-01-03	2448.39990234375
2019-01-04	2528.60009765625
2019-01-06	2537
2019-01-07	2549.800048828125
2019-01-08	2576.199951171875
2019-01-09	2576.800048828125
2019-01-10	2589.800048828125
2019-01-11	2594.39990234375
2019-01-13	2582.39990234375
2019-01-14	2582
2019-01-15	2609.800048828125
2019-01-16	2610.800048828125
2019-01-17	2632.60009765625
2019-01-18	2675.800048828125
2019-01-20	2667.39990234375
2019-01-21	2662.199951171875
2019-01-22	2629.800048828125
2019-01-23	2632.39990234375
2019-01-24	2637
2019-01-25	2664.800048828125
2019-01-27	2657.800048828125
2019-01-28	2634.800048828125
2019-01-29	2643.800048828125
2019-01-30	2686.60009765625
2019-01-31	2703.60009765625
2019-02-01	2703.800048828125
2019-02-03	2702
2019-02-04	2718.60009765625
2019-02-05	2731
2019-02-06	2727.800048828125
2019-02-07	2696.800048828125
2019-02-08	2707.39990234375
2019-02-10	2705.60009765625
2019-02-11	2708
2019-02-12	2746.199951171875
2019-02-13	2750
2019-02-14	2742.199951171875
2019-02-15	2777
2019-02-17	2778.199951171875
2019-02-18	2775.199951171875
2019-02-19	2778
2019-02-20	2785.39990234375
2019-02-21	2774.199951171875
2019-02-22	2795
2019-02-24	2800.199951171875
2019-02-25	2793.800048828125
2019-02-26	2788.60009765625
2019-02-27	2794.39990234375
2019-02-28	2784.800048828125
2019-03-01	2806.199951171875
2019-03-03	2817
2019-03-04	2790.60009765625
2019-03-05	2786.39990234375
2019-03-06	2768
2019-03-07	2751
2019-03-08	2748.39990234375
2019-03-10	2743.60009765625
2019-03-11	2791.800048828125
2019-03-12	2790.60009765625
2019-03-13	2814.800048828125
2019-03-14	2809.39990234375
2019-03-15	2825.60009765625
2019-03-17	2822.199951171875
2019-03-18	2837.199951171875
2019-03-19	2830.39990234375
2019-03-20	2824.39990234375
2019-03-21	2857.39990234375
2019-03-22	2802.199951171875
2019-03-24	2806.39990234375
2019-03-25	2806
2019-03-26	2818.60009765625
2019-03-27	2802.199951171875
2019-03-28	2822.800048828125
2019-03-29	2835.60009765625
2019-03-31	2848.60009765625
2019-04-01	2867.60009765625
2019-04-02	2862.800048828125
2019-04-03	2874.60009765625
2019-04-04	2877.39990234375
2019-04-05	2893.800048828125
2019-04-07	2894
2019-04-08	2894.199951171875
2019-04-09	2878
2019-04-10	2893.800048828125
2019-04-11	2891.199951171875
2019-04-12	2908.60009765625
2019-04-14	2907.800048828125
2019-04-15	2906.800048828125
2019-04-16	2907
2019-04-17	2900
2019-04-18	2907.39990234375
2019-04-21	2908.60009765625
2019-04-22	2909.60009765625
2019-04-23	2935.800048828125
2019-04-24	2929
2019-04-25	2920
2019-04-26	2936.199951171875
2019-04-28	2937.39990234375
2019-04-29	2938.199951171875
2019-04-30	2952.199951171875
2019-05-01	2917.800048828125
2019-05-02	2916.39990234375
2019-05-03	2946.39990234375
2019-05-05	2892.60009765625
2019-05-06	2915.60009765625
2019-05-07	2882.199951171875
2019-05-08	2878.800048828125
2019-05-09	2871.39990234375
2019-05-10	2884.800048828125
2019-05-12	2854.800048828125
2019-05-13	2801.800048828125
2019-05-14	2840
2019-05-15	2850.199951171875
2019-05-16	2879.800048828125
2019-05-17	2860
2019-05-19	2869.199951171875
2019-05-20	2848.39990234375
2019-05-21	2866
2019-05-22	2853
2019-05-23	2822
2019-05-24	2829.800048828125
2019-05-26	2829.39990234375
2019-05-27	2832.199951171875
2019-05-28	2803.60009765625
2019-05-29	2780.800048828125
2019-05-30	2765.199951171875
2019-05-31	2752
2019-06-02	2735.39990234375
2019-06-03	2750.60009765625
2019-06-04	2811.800048828125
2019-06-05	2822.199951171875
2019-06-06	2844.199951171875
2019-06-07	2877.60009765625
2019-06-09	2887.199951171875
2019-06-10	2886.800048828125
2019-06-11	2885.39990234375
2019-06-12	2885.60009765625
2019-06-13	2891.199951171875
2019-06-14	2892
2019-06-17	2892
2019-06-18	2923.60009765625
2019-06-19	2936.39990234375
2019-06-20	2952.800048828125
2019-06-21	2943.800048828125
2019-06-23	2950.800048828125
2019-06-24	2947.60009765625
2019-06-25	2916
2019-06-26	2914
2019-06-27	2931
2019-06-28	2949.199951171875
2019-06-30	2966.800048828125
2019-07-01	2959.39990234375
2019-07-02	2973.39990234375
2019-07-03	2995
2019-07-04	2998.199951171875
2019-07-05	2987.800048828125
2019-07-07	2984.60009765625
2019-07-08	2971.60009765625
2019-07-09	2977.800048828125
2019-07-10	2993.39990234375
2019-07-11	3001.39990234375
2019-07-12	3010.60009765625
2019-07-14	3009.199951171875
2019-07-15	3015.60009765625
2019-07-16	3003
2019-07-17	2978.199951171875
2019-07-18	2996.60009765625
2019-07-19	2967.199951171875
2019-07-21	2975.39990234375
2019-07-22	2985.60009765625
2019-07-23	3001.800048828125
2019-07-24	3017.39990234375
2019-07-25	3005.199951171875
2019-07-26	3019.39990234375
2019-07-28	3020.199951171875
2019-07-29	3021
2019-07-30	3012.39990234375
2019-07-31	2969.800048828125
2019-08-01	2942.39990234375
2019-08-02	2931.199951171875
2019-08-04	2923.800048828125
2019-08-05	2778.60009765625
2019-08-06	2865.800048828125
2019-08-07	2871.39990234375
2019-08-08	2931
2019-08-09	2920.60009765625
2019-08-11	2911.39990234375
2019-08-12	2884.39990234375
2019-08-13	2930.199951171875
2019-08-14	2844.199951171875
2019-08-15	2852.199951171875
2019-08-16	2889.800048828125
2019-08-18	2904.199951171875
2019-08-19	2916.800048828125
2019-08-20	2897.199951171875
2019-08-21	2933.199951171875
2019-08-22	2920.39990234375
2019-08-23	2849.60009765625
2019-08-25	2822.800048828125
2019-08-26	2874.800048828125
2019-08-27	2872.60009765625
2019-08-28	2883.199951171875
2019-08-29	2922.199951171875
2019-08-30	2922.199951171875
2019-09-01	2907.800048828125
2019-09-02	2901.800048828125
2019-09-03	2901.60009765625
2019-09-04	2937.199951171875
2019-09-05	2976.39990234375
2019-09-06	2982.39990234375
2019-09-08	2981.199951171875
2019-09-09	2981.800048828125
2019-09-10	2976.800048828125
2019-09-11	3017.800048828125
2019-09-12	3014.199951171875
2019-09-13	3007
2019-09-15	2989.60009765625
2019-09-16	3001.39990234375
2019-09-17	3004.39990234375
2019-09-18	3004
2019-09-19	3007.800048828125
2019-09-20	2986.800048828125
2019-09-22	3000.39990234375
2019-09-23	3005.39990234375
2019-09-24	2973.199951171875
2019-09-25	2982.60009765625
2019-09-26	2976.199951171875
2019-09-27	2966.199951171875
2019-09-29	2968.60009765625
2019-09-30	2980.800048828125
2019-10-01	2943.39990234375
2019-10-02	2883.60009765625
2019-10-03	2904.800048828125
2019-10-04	2948.60009765625
2019-10-06	2937.39990234375
2019-10-07	2934.800048828125
2019-10-08	2890
2019-10-09	2897.60009765625
2019-10-10	2944.800048828125
2019-10-11	2968.800048828125
2019-10-13	2980
2019-10-14	2971
2019-10-15	2992.800048828125
2019-10-16	2986
2019-10-17	2994.800048828125
2019-10-18	2987.60009765625
2019-10-20	2989.800048828125
2019-10-21	3003.800048828125
2019-10-22	2988.60009765625
2019-10-23	3004.800048828125
2019-10-24	3000
2019-10-25	3018.199951171875
2019-10-27	3022.60009765625
2019-10-28	3037.199951171875
2019-10-29	3034
2019-10-30	3047
2019-10-31	3032.800048828125
2019-11-01	3061.800048828125
2019-11-03	3066
2019-11-04	3081.199951171875
2019-11-05	3070.60009765625
2019-11-06	3072.800048828125
2019-11-07	3085.199951171875
2019-11-08	3090.39990234375
2019-11-10	3087.39990234375
2019-11-11	3083.800048828125
2019-11-12	3087.39990234375
